"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"11","pink",TRUE,0.0178,82,740,14,0.019,0.171,"GO:0009062","BP",3,"fatty acid catabolic process",4,"ACAA1,ACOX3,SLC25A17,DECR1,ETFB,GCDH,ACADL,MECR,ACADS,ECHS1,NUDT7,ACOX1,ECI1,DECR2",6.9060969704417
"12","pink",TRUE,0.0153,81,740,14,0.019,0.173,"GO:0034440","BP",3,"lipid oxidation",1,"ACAA1,ACOX3,SLC25A17,DECR1,ETFB,GCDH,PPARGC1A,ACADL,MECR,ACADS,ECHS1,ACOX1,ECI1,DECR2",6.89160396313913
"13","pink",TRUE,0.0113,79,740,14,0.019,0.177,"GO:0019395","BP",3,"fatty acid oxidation",2,"ACAA1,ACOX3,SLC25A17,DECR1,ETFB,GCDH,PPARGC1A,ACADL,MECR,ACADS,ECHS1,ACOX1,ECI1,DECR2",6.91342301053377
"14","pink",TRUE,0.00188,59,740,13,0.018,0.22,"GO:0006635","BP",3,"fatty acid beta-oxidation",3,"ACAA1,ACOX3,SLC25A17,DECR1,ETFB,GCDH,ACADL,MECR,ACADS,ECHS1,ACOX1,ECI1,DECR2",7.25136691776644
"15","pink",TRUE,0.000176,279,740,33,0.045,0.118,"GO:0006520","BP",3,"cellular amino acid metabolic process",1,"HSD17B10,MCCC1,SLC7A8,TXN2,GSS,FAH,GCDH,AIMP2,HARS2,NIT2,DARS,CTH,SARDH,ASL,TST,GAMT,ASS1,CKMT2,HRSP12,BPHL,SDSL,GCSH,PYCR2,THNSL2,PCYOX1L,ADHFE1,ALDH4A1,ASRGL1,HAAO,PIPOX,DDAH2,HOGA1,BCKDHA",5.14773578161549
"16","pink",TRUE,0.0193,182,740,22,0.03,0.121,"GO:1901605","BP",3,"alpha-amino acid metabolic process",2,"MCCC1,FAH,GCDH,NIT2,CTH,SARDH,ASL,GAMT,ASS1,CKMT2,HRSP12,SDSL,GCSH,PYCR2,THNSL2,ADHFE1,ALDH4A1,ASRGL1,HAAO,PIPOX,DDAH2,HOGA1",5.57224908469435
"17","pink",TRUE,6.89e-06,107,740,21,0.028,0.196,"GO:0009063","BP",3,"cellular amino acid catabolic process",2,"HSD17B10,MCCC1,TXN2,FAH,GCDH,CTH,SARDH,TST,HRSP12,SDSL,GCSH,THNSL2,PCYOX1L,ADHFE1,ALDH4A1,ASRGL1,HAAO,PIPOX,DDAH2,HOGA1,BCKDHA",6.51781019886862
"18","pink",TRUE,0.00854,88,740,15,0.02,0.17,"GO:1901606","BP",3,"alpha-amino acid catabolic process",3,"MCCC1,FAH,GCDH,SARDH,HRSP12,SDSL,GCSH,THNSL2,ADHFE1,ALDH4A1,ASRGL1,HAAO,PIPOX,DDAH2,HOGA1",6.73232769546306
"19","pink",TRUE,0.00084,8577,740,423,0.572,0.049,"GO:0044444","CC",2,"cytoplasmic part",1,"MAD1L1,M6PR,COPZ2,ALDH3B1,ARSD,PNPLA4,DNAH9,TRAPPC6A,COX15,MIPEP,B4GALT7,ANK1,TFB1M,AGA,AIFM2,GEMIN8,CC2D2A,FAM160A2,TRAF1,F7,ACAA1,RFXANK,PIGB,CLTCL1,EIF2B3,HSD17B10,MOV10L1,SNCB,BCS1L,NUP37,EXOSC5,MCCC1,KIF22,SLC35C2,SCTR,KIAA0141,ME2,MRPL28,PPEF1,ACOX3,HSD17B14,TRIP6,ADD1,SULT2B1,RPH3A,BRAP,SLC9A1,LAMB1,RNF31,SCFD1,TMED1,MARCH2,NDUFB7,POLRMT,SEC14L2,CYP2D6,CBY1,RAB36,CYB5R3,TXN2,EIF3D,SLC25A17,TELO2,VRK1,EMC9,GSS,GPR143,EMD,NUTF2,DHODH,PIEZO1,C16ORF62,FAH,DECR1,TSTA3,UBXN8,PEX11G,TNNT1,TBCB,ETFB,NAPA,PLA2G4C,GCDH,COPE,KXD1,PTN,RNF32,AIMP2,MYL7,LIMK1,AK1,EDF1,PTGDS,B9D1,ALDOC,FRG1,UFSP2,MTCH2,ANAPC15,COMMD9,CHKA,PSMD9,PRMT8,COPS7A,HARS2,APBB3,NIT2,RBP1,PODXL2,ABHD14B,SPCS1,EEF1B2,REEP6,ACADL,DARS,ALMS1,MECR,SRM,CTH,GALE,APH1A,PIGZ,ACOT2,SIL1,SORBS3,PEX16,ACADS,SARDH,ENKD1,SDC4,NT5C,MSTO1,CHCHD5,ALKBH7,NRSN2,AP5S1,ITPA,XRCC3,CAPNS1,ASL,NUP214,PPCS,FBXL12,PKMYT1,PNKD,ECHS1,SHFM1,SRD5A3,TST,ALDH1A2,CLN6,SLC44A2,NRL,AANAT,GAMT,CDC16,TOMM40,RPL36,PGLS,NDUFA10,TRPM4,TUBGCP2,ASS1,CHMP2A,UBE2M,SLC35D2,MRPS25,CKMT2,PPP1R1B,COQ3,HRSP12,AP3B1,PEMT,CNDP2,SFTPD,GSTM5,ACP2,TIMM10,FADS2,BLOC1S1,TFCP2,COQ10A,MDM2,NPL,TTLL4,MRPS9,COG3,DBNL,TOR1A,DPM2,RABEPK,RPL35,HINT2,BPHL,UACA,LRPPRC,PPCDC,NDUFA9,SDSL,MMAB,C12ORF10,CYP11A1,RLBP1,NUDT7,GCSH,TLDC1,G6PC3,FN3KRP,ELAC1,FBXO15,CYP4B1,POU2F1,MRPL24,LYPLAL1,PSEN2,PYCR2,TMEM177,SPAG16,PCYOX1L,ARHGAP36,CETN2,RPL10,ADHFE1,ADIRF,FUOM,ARFGAP2,DUSP15,FAU,TM7SF2,TIRAP,TIMM8B,NPAS3,EXT2,VIPAS39,C16ORF89,DNAAF1,TNIK,MOV10,KDM8,GPR61,HKDC1,AIFM1,COX6A2,GHRL,CPT2,PEX10,NPM2,C21ORF59,SNF8,CYB5R1,PSMD4,ALDH4A1,CHCHD6,TPPP3,FNDC5,CCDC58,RSPH1,C21ORF2,S100B,ZDHHC12,S100A1,VPS11,MYL3,RPL8,BDH1,ACOX1,TMEM143,EMC10,FMNL3,TNFSF13,SNRNP25,CCDC78,ASRGL1,SLC25A45,AKR7A3,HAAO,MRPL55,BBS5,DHX57,IGFN1,RNF25,GLB1L,CDS1,RPL9,MTMR14,ELP6,APEH,HMGB2,C9ORF24,NUDT2,ALDH1A1,C9ORF9,NDRG2,PSMC3,TRMT61A,LDHD,TRUB2,COQ4,SLC27A4,URM1,DUS2L,TBC1D16,TRAPPC2L,RAB4B,TRAPPC9,TMEM88,ECI1,KCTD5,POLR2G,GLYCTK,DEGS2,TMEM223,ADAL,LCMT2,STX18,CPLX1,XPO6,CCDC8,SPNS1,AGPAT2,GPS1,TRAPPC1,GABARAP,SPATA24,ATP6V0E2,TRAPPC12,MAL,BSG,ALG14,FIBP,TMEM134,CES2,CCS,YIF1A,C19ORF70,ATR,PARL,SART1,LIPT2,AURKAIP1,B3GALT6,CHMP6,DNAJC30,ST8SIA3,ATOX1,ACAD9,MYOZ1,CHID1,IMPDH2,CTNNBIP1,MPI,EIF3K,DPM3,PIPOX,TRAPPC5,MRPS23,PRKAG1,IDH2,SLC25A10,DDX41,ACSM5,MRPL54,UPP1,NUDT14,EIF3C,NIPSNAP1,TXNRD2,CIB1,FAF1,AHNAK2,MRPL40,DRG1,PCYT2,NDUFA13,SAPCD2,MARC1,DYNC2H1,PLSCR3,FAM72B,UROS,NOXA1,S100A13,FHIT,S100A14,ALG1L,SULT1A1,FBXL22,ATG7,ATAD3A,SLC9A8,GPAA1,MSRB1,APRT,FANK1,HSD17B8,PRRC2A,TRIM39,TCTN1,ZBTB48,MUC12,NT5M,ARHGAP19,HEXA,DDAH2,TM6SF2,FIS1,MYL5,PAM16,PPP1R3E,KLHL41,HLA-DOB,PLEKHO2,HOGA1,BGLAP,DECR2,EIF4EBP3,ACY1,TMEM141,CCDC13,BCKDHA,DYX1C1,C17ORF49,NDUFA7",1.41169016510702
"20","pink",TRUE,1.03e-08,1278,740,106,0.143,0.083,"GO:0005739","CC",2,"mitochondrion",2,"PNPLA4,COX15,MIPEP,TFB1M,AIFM2,HSD17B10,BCS1L,MCCC1,KIAA0141,ME2,MRPL28,NDUFB7,POLRMT,CYP2D6,CYB5R3,TXN2,SLC25A17,DHODH,DECR1,ETFB,GCDH,MTCH2,HARS2,ACADL,MECR,ACOT2,ACADS,SARDH,MSTO1,CHCHD5,ALKBH7,XRCC3,PNKD,ECHS1,TST,TOMM40,NDUFA10,MRPS25,CKMT2,COQ3,HRSP12,TIMM10,BLOC1S1,COQ10A,MRPS9,HINT2,BPHL,LRPPRC,NDUFA9,MMAB,C12ORF10,CYP11A1,GCSH,MRPL24,PSEN2,PYCR2,TMEM177,ADHFE1,TIMM8B,HKDC1,AIFM1,COX6A2,CPT2,CYB5R1,ALDH4A1,CHCHD6,CCDC58,C21ORF2,BDH1,TMEM143,SLC25A45,MRPL55,DHX57,NUDT2,LDHD,COQ4,ECI1,TMEM223,BSG,FIBP,C19ORF70,PARL,LIPT2,AURKAIP1,ACAD9,MRPS23,IDH2,SLC25A10,ACSM5,MRPL54,NIPSNAP1,TXNRD2,MRPL40,NDUFA13,MARC1,PLSCR3,UROS,ATAD3A,HSD17B8,TRIM39,NT5M,FIS1,PAM16,HOGA1,BCKDHA,NDUFA7",3.22304687280082
"21","pink",TRUE,2.06e-08,857,740,80,0.108,0.093,"GO:0044429","CC",2,"mitochondrial part",1,"COX15,TFB1M,AIFM2,HSD17B10,BCS1L,MCCC1,ME2,MRPL28,NDUFB7,POLRMT,CYB5R3,TXN2,SLC25A17,DHODH,DECR1,ETFB,GCDH,HARS2,ACADL,MECR,ACOT2,ACADS,SARDH,MSTO1,CHCHD5,ALKBH7,ECHS1,TST,TOMM40,NDUFA10,MRPS25,CKMT2,COQ3,HRSP12,TIMM10,BLOC1S1,MRPS9,BPHL,LRPPRC,NDUFA9,MMAB,CYP11A1,GCSH,MRPL24,PSEN2,PYCR2,TMEM177,ADHFE1,TIMM8B,AIFM1,COX6A2,CPT2,ALDH4A1,CHCHD6,BDH1,SLC25A45,MRPL55,NUDT2,ECI1,C19ORF70,PARL,LIPT2,AURKAIP1,ACAD9,MRPS23,IDH2,SLC25A10,ACSM5,MRPL54,TXNRD2,MRPL40,NDUFA13,MARC1,HSD17B8,NT5M,FIS1,PAM16,HOGA1,BCKDHA,NDUFA7",3.85834574642688
"22","pink",TRUE,2.71e-07,411,740,48,0.065,0.117,"GO:0005759","CC",2,"mitochondrial matrix",2,"TFB1M,HSD17B10,MCCC1,ME2,MRPL28,POLRMT,TXN2,DECR1,ETFB,GCDH,HARS2,ACADL,MECR,ACOT2,ACADS,SARDH,ALKBH7,ECHS1,TST,COQ3,HRSP12,BLOC1S1,MRPS9,LRPPRC,NDUFA9,MMAB,CYP11A1,GCSH,MRPL24,PYCR2,ADHFE1,ALDH4A1,BDH1,MRPL55,NUDT2,ECI1,LIPT2,IDH2,ACSM5,MRPL54,TXNRD2,MRPL40,HSD17B8,NT5M,PAM16,HOGA1,BCKDHA,NDUFA7",5.03064169409924
"23","pink",TRUE,3.74e-06,626,740,60,0.081,0.096,"GO:0016491","MF",9,"oxidoreductase activity",1,"ALDH3B1,COX15,AIFM2,ACAA1,HSD17B10,ME2,ACOX3,HSD17B14,NDUFB7,CYP2D6,CYB5R3,DHODH,DECR1,TSTA3,ETFB,GCDH,ACADL,MECR,ACADS,SARDH,SRD5A3,ALDH1A2,NDUFA10,FADS2,NDUFA9,CYP11A1,DUS3L,CYP4B1,PYCR2,PCYOX1L,PXDNL,ADHFE1,TM7SF2,KDM8,AIFM1,COX6A2,CYB5R1,ALDH4A1,BDH1,ACOX1,AKR7A3,HAAO,ALDH1A1,DUS2L,DEGS2,CCS,ACAD9,IMPDH2,PIPOX,IDH2,TXNRD2,NDUFA13,MARC1,MSRB1,HSD17B8,ALKBH6,DECR2,BCKDHA,NDUFA7,DHRS11",3.74788664207949
"24","pink",TRUE,3.4e-07,51,740,16,0.022,0.314,"GO:0016627","MF",9,"oxidoreductase activity, acting on the CH-CH group of donors",2,"COX15,ACAA1,ACOX3,DHODH,DECR1,GCDH,ACADL,MECR,ACADS,SRD5A3,DUS3L,TM7SF2,ACOX1,DUS2L,ACAD9,DECR2",6.23131727683937
"25","pink",TRUE,0.00655,48,274,9,0.033,0.188,"KEGG:01212","keg",5,"Fatty acid metabolism",1,"ACAA1,ACOX3,ACADL,MECR,ACADS,ECHS1,FADS2,CPT2,ACOX1",NA
"26","pink",TRUE,4.13e-10,1297,274,96,0.35,0.074,"KEGG:01100","keg",6,"Metabolic pathways",1,"ALDH3B1,COX15,B4GALT7,ACAA1,PIGB,HSD17B10,MCCC1,ACOX3,NDUFB7,GSS,DHODH,FAH,TSTA3,POLR2I,PLA2G4C,GCDH,AK1,PTGDS,ALDOC,CHKA,ACADL,MECR,SRM,CTH,GALE,ACOT2,ACADS,SARDH,NT5C,ITPA,ASL,PPCS,ECHS1,TST,ALDH1A2,AANAT,GAMT,PGLS,NDUFA10,ASS1,RGN,CKMT2,COQ3,PEMT,CNDP2,ACP2,DPM2,PPCDC,NDUFA9,SDSL,MMAB,CYP11A1,GCSH,G6PC3,PYCR2,TM7SF2,EXT2,HKDC1,COX6A2,ALDH4A1,BDH1,ACOX1,HAAO,CDS1,MTMR14,ALDH1A1,COQ7,POLR2G,GLYCTK,DEGS2,AGPAT2,ATP6V0E2,ALG14,LIPT2,B3GALT6,IMPDH2,MPI,DPM3,PIPOX,IDH2,ACSM5,UPP1,LRTOMT,PCYT2,NDUFA13,UROS,GPAA1,APRT,HSD17B8,ASPDH,NT5M,HEXA,HOGA1,ACY1,BCKDHA,NDUFA7",NA
"27","pink",TRUE,0.0375,86,274,11,0.04,0.128,"KEGG:04146","keg",8,"Peroxisome",1,"ACAA1,ACOX3,SLC25A17,PEX11G,PEX16,NUDT7,PEX10,ACOX1,PIPOX,IDH2,DECR2",NA
"28","pink",TRUE,0.0392,48,274,8,0.029,0.167,"KEGG:00520","keg",4,"Amino sugar and nucleotide sugar metabolism",1,"CYB5R3,TSTA3,GALE,NPL,HKDC1,CYB5R1,MPI,HEXA",NA
"29","pink",TRUE,0.00316,44,274,9,0.033,0.205,"KEGG:00071","keg",10,"Fatty acid degradation",1,"ACAA1,ACOX3,GCDH,ACADL,ACADS,ECHS1,CPT2,ACOX1,ECI1",NA
"30","pink",TRUE,1.75e-08,2087,441,144,0.327,0.069,"REAC:R-HSA-1430728","rea",1,"Metabolism",1,"PON1,ALDH3B1,ARSD,PNPLA4,COX15,B4GALT7,ACAA1,MED29,HSD17B10,NUP37,MCCC1,ME2,ACOX3,HSD17B14,SULT2B1,SLC9A1,NDUFB7,SLC16A8,CYP2D6,CYB5R3,TXN2,SLC25A17,CPNE6,GSS,DHODH,FAH,DECR1,ETFB,PLA2G4C,GCDH,PON3,AIMP2,AK1,PTGDS,ALDOC,PPARGC1A,CHKA,PSMD9,RBP1,PODXL2,ABHD14B,ACADL,DARS,MECR,SRM,CTH,GALE,ACOT2,ACADS,SARDH,SDC4,NT5C,GPCPD1,ITPA,ASL,NUP214,PPCS,ECHS1,SHFM1,SRD5A3,TST,SLC44A2,AANAT,GAMT,RPL36,PGLS,NDUFA10,ASS1,SLC35D2,CKMT2,SLC6A11,EEFSEC,COQ3,HRSP12,PEMT,CNDP2,GSTM5,FADS2,COQ10A,RPL35,BPHL,LRPPRC,PPCDC,NDUFA9,SDSL,MMAB,CYP11A1,NUDT7,GCSH,G6PC3,CYP4B1,PYCR2,RPL10,ADHFE1,FAU,TM7SF2,EXT2,CPT2,PSMD4,ALDH4A1,RPL8,BDH1,ACOX1,ASRGL1,AKR7A3,HAAO,GLB1L,CDS1,RPL9,MTMR14,ALDH1A1,PSMC3,COQ7,ECI1,GLYCTK,DEGS2,ADAL,AGPAT2,BSG,CES2,LIPT2,B3GALT6,ACAD9,IMPDH2,PIPOX,IDH2,SLC25A10,ACSM5,UPP1,PCYT2,NDUFA13,MARC1,UROS,SULT1A1,APRT,HSD17B8,NT5M,HEXA,DDAH2,HOGA1,DECR2,ACY1,BCKDHA,NDUFA7",NA
"31","pink",TRUE,1.1e-05,369,441,40,0.091,0.108,"REAC:R-HSA-71291","rea",1,"Metabolism of amino acids and derivatives",2,"HSD17B10,MCCC1,TXN2,FAH,GCDH,AIMP2,PSMD9,DARS,SRM,CTH,SARDH,ASL,SHFM1,TST,AANAT,GAMT,RPL36,ASS1,CKMT2,SLC6A11,EEFSEC,HRSP12,RPL35,SDSL,GCSH,PYCR2,RPL10,FAU,PSMD4,ALDH4A1,RPL8,ASRGL1,HAAO,RPL9,PSMC3,LIPT2,PIPOX,SLC25A10,HOGA1,BCKDHA",NA
"32","pink",TRUE,0.00762,179,441,21,0.048,0.117,"REAC:R-HSA-8978868","rea",7,"Fatty acid metabolism",1,"PON1,ACAA1,ACOX3,CYP2D6,SLC25A17,DECR1,PON3,PTGDS,ACADL,MECR,ACOT2,ACADS,ECHS1,FADS2,NUDT7,CYP4B1,CPT2,ACOX1,ECI1,HSD17B8,DECR2",NA
"33","lightcyan",TRUE,0.039,838,615,53,0.086,0.063,"GO:0000278","BP",3,"mitotic cell cycle",1,"SPAST,MYO16,FOXN3,PKN2,KIF2A,MAP4K4,SMC1A,FBXW11,DLG1,CYLD,MAP3K1,SIRT1,ABL1,EP300,POLA1,STAG2,CDK6,SMC3,CDKN1B,CNOT2,SPTBN1,ID2,STAG1,PKD2,PSME3,CDC73,APC,CNOT6L,NACC2,ATM,NEK7,FER,CENPJ,HNRNPU,BACH1,PRMT2,RPL26,BRD7,CTNNB1,AFAP1L2,USP47,PTEN,TNKS,SNX18,SETD2,RAD51B,CEP97,SKA2,KANK2,PRIM1,TFDP1,MDM4,DHFR",4.22317743406507
"34","lightcyan",TRUE,0.0286,559,615,40,0.065,0.072,"GO:0007346","BP",3,"regulation of mitotic cell cycle",2,"MYO16,FOXN3,PKN2,MAP4K4,SMC1A,DLG1,CYLD,MAP3K1,SIRT1,EP300,STAG2,CDK6,SMC3,CDKN1B,CNOT2,ID2,STAG1,PKD2,PSME3,CDC73,APC,CNOT6L,NACC2,ATM,NEK7,CENPJ,HNRNPU,PRMT2,RPL26,BRD7,CTNNB1,AFAP1L2,USP47,PTEN,TNKS,RAD51B,CEP97,KANK2,TFDP1,MDM4",5.36617344189229
"35","lightcyan",TRUE,0.00389,712,615,50,0.081,0.07,"GO:0006974","BP",23,"cellular response to DNA damage stimulus",1,"BAZ1B,SNAI2,RFC1,FOXN3,HIPK2,SMC1A,WAC,SIRT1,ABL1,EP300,POLA1,CDKN1B,CNOT2,DEK,ZBTB1,BCL2L2,VAV3,RNF138,APC,CNOT6L,PARP1,POLR2D,SETD7,CXORF57,INIP,NACC2,ATM,BCL2L11,PLA2R1,BACH1,PAXIP1,MUM1,RPL26,SMC6,SMARCAD1,RAD21,SPRED1,APLF,USP47,LIG4,ZBTB38,SETD2,RAD51B,MORF4L1,USP7,TCEA1,TOPORS,TFDP1,MDM4,FAN1",4.3541458180247
"36","lightcyan",TRUE,0.0431,569,615,40,0.065,0.07,"GO:0007017","BP",16,"microtubule-based process",1,"SPAST,KIF1B,KIF2A,SMC1A,DLG1,TNPO1,CYLD,EZR,ABL1,NIN,STAG2,ARHGAP21,SMC3,CHMP3,STAG1,PKD2,KTN1,KIF1C,KIF1A,SPIRE1,APC,DYNC1LI2,NEK7,FER,CENPJ,HNRNPU,KIF5A,SASS6,DISC1,FYCO1,CCDC68,CTNNB1,KIF5C,KIF5B,TPPP,SRGAP2C,TNKS,SETD2,CEP97,SKA2",4.90540639202114
