"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"215","black",TRUE,8.12e-05,626,526,45,0.086,0.072,"GO:0016491","MF",5,"oxidoreductase activity",2,"HSD17B6,AKR7A2,ME1,CYBRD1,MOXD1,ME2,HADHA,HEPH,PDPR,PHGDH,DECR1,OGDH,HIBADH,ALDH2,LDHB,ALDH5A1,GPD2,PRDX6,ALDH6A1,CAT,EGLN3,CYP2J2,HADHB,MDH1B,HADH,SUOX,PTGR2,ALDH9A1,SCD5,CBR4,CYP4V2,GLUD1,CBS,BDH2,ALDH7A1,KDM1B,ACOX2,PIPOX,ADI1,TMLHE,MARC1,MAOA,ADH5,DDO,GSTM2",3.74788664207949
"216","black",TRUE,0.0206,117,526,14,0.027,0.12,"GO:0016614","MF",5,"oxidoreductase activity, acting on CH-OH group of donors",3,"AKR7A2,ME1,ME2,HADHA,PHGDH,HIBADH,LDHB,GPD2,HADHB,MDH1B,HADH,CBR4,BDH2,ADH5",5.49064495441658
"217","black",TRUE,0.0328,106,526,13,0.025,0.123,"GO:0016616","MF",5,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",4,"AKR7A2,ME1,ME2,HADHA,PHGDH,HIBADH,LDHB,HADHB,MDH1B,HADH,CBR4,BDH2,ADH5",5.65540018749264
"218","black",TRUE,0.00638,222,526,21,0.04,0.095,"GO:0048037","MF",18,"cofactor binding",1,"ME1,FOXRED2,DECR1,OGDH,ALDH2,ALDH5A1,ALDH6A1,CAT,GSTM1,CBR4,MUT,GLUD1,CBS,BDH2,KDM1B,SRR,ACOX2,ABAT,MARC1,DDO,GSTM2",5.11806343817832
"219","black",TRUE,0.000574,129,526,17,0.032,0.132,"GO:0050662","MF",18,"coenzyme binding",2,"ME1,FOXRED2,DECR1,OGDH,ALDH2,ALDH5A1,ALDH6A1,CAT,CBR4,GLUD1,CBS,BDH2,KDM1B,SRR,ACOX2,ABAT,MARC1",5.43325215641993
"220","black",TRUE,0.0023,71,526,12,0.023,0.169,"GO:0019199","MF",6,"transmembrane receptor protein kinase activity",1,"LTBP1,FGFR3,PDGFRL,EFEMP1,BMPR1B,EGFR,NTRK2,MERTK,EPHB1,AXL,ERBB4,DDR1",6.04605020981566
"221","black",TRUE,0.00927,55,526,10,0.019,0.182,"GO:0004714","MF",6,"transmembrane receptor protein tyrosine kinase activity",2,"FGFR3,PDGFRL,EFEMP1,EGFR,NTRK2,MERTK,EPHB1,AXL,ERBB4,DDR1",6.37373761688114
"222","black",TRUE,0.00449,39,251,8,0.032,0.205,"KEGG:00620","keg",23,"Pyruvate metabolism",1,"ME1,ACACB,ME2,ALDH2,LDHB,ALDH9A1,ACSS1,ALDH7A1",NA
"223","black",TRUE,5.06e-05,48,251,11,0.044,0.229,"KEGG:00280","keg",15,"Valine, leucine and isoleucine degradation",1,"HADHA,HIBADH,ALDH2,ALDH6A1,HADHB,HADH,ALDH9A1,MUT,ALDH7A1,ACAA2,ABAT",NA
"224","black",TRUE,8.71e-05,32,251,9,0.036,0.281,"KEGG:00640","keg",1,"Propanoate metabolism",1,"ACACB,HADHA,ACSS3,LDHB,ALDH6A1,MUT,ACSS1,SUCLG2,ABAT",NA
"225","black",TRUE,0.000666,40,251,9,0.036,0.225,"KEGG:00380","keg",20,"Tryptophan metabolism",1,"HADHA,OGDH,ALDH2,CAT,HADH,ALDH9A1,ALDH7A1,CCBL1,MAOA",NA
"226","black",TRUE,0.00153,44,251,9,0.036,0.205,"KEGG:00071","keg",12,"Fatty acid degradation",1,"HADHA,ACSBG1,ALDH2,HADHB,HADH,ALDH9A1,ALDH7A1,ACAA2,ADH5",NA
"227","black",TRUE,0.0238,75,251,10,0.04,0.133,"KEGG:04971","keg",11,"Gastric acid secretion",1,"ATP1A2,MYLK,ADCY2,ITPR2,CALML4,ATP1B2,ATP1A4,CALM2,CAMK2G,KCNJ16",NA
"228","black",TRUE,0.00565,30,251,7,0.028,0.233,"KEGG:00062","keg",28,"Fatty acid elongation",1,"HADHA,ELOVL3,ABHD17C,HADHB,HADH,ACAA2,ELOVL2",NA
"229","black",TRUE,0.0172,59,251,9,0.036,0.153,"KEGG:00310","keg",16,"Lysine degradation",1,"HADHA,OGDH,ALDH2,HADH,ALDH9A1,CAMKMT,ALDH7A1,PIPOX,TMLHE",NA
"230","black",TRUE,0.017,86,251,11,0.044,0.128,"KEGG:04146","keg",13,"Peroxisome",1,"PXMP4,NUDT12,ABCD3,EPHX2,CAT,PEX2,PEX11A,ACOX2,ABCD2,PIPOX,DDO",NA
"231","black",TRUE,0.00499,1297,251,70,0.279,0.054,"KEGG:01100","keg",27,"Metabolic pathways",1,"CPS1,HSD17B6,GALC,PIGV,MTMR1,ME1,ACACB,NT5C2,PGM1,HADHA,GANAB,PHGDH,COMT,ACO2,PCYT1B,ACP5,ACSBG1,OGDH,HIBADH,ACSS3,ALDH2,LDHB,ALDH5A1,NUDT12,PRDX6,ALDH6A1,ELOVL3,GPAM,EPHX2,DCTD,LPIN3,CYP2J2,PSAT1,NT5E,HADHB,HADH,SUOX,ALDH9A1,MUT,CSGALNACT1,GLUD1,ENPP3,ACSS1,AGPAT5,AHCYL2,CBS,AGPAT3,NMNAT3,BDH2,ALDH7A1,GPT2,TK2,ACAA2,SRR,ACOX2,AHCYL1,BTD,CCBL1,MTM1,GATM,SUCLG2,PIPOX,MGAT4C,ADI1,ABAT,LRTOMT,MAOA,ADH5,ELOVL2,GALT",NA
"232","black",TRUE,0.00545,40,251,8,0.032,0.2,"KEGG:00260","keg",4,"Glycine, serine and threonine metabolism",1,"PHGDH,PSAT1,CBS,ALDH7A1,SRR,GATM,PIPOX,MAOA",NA
"233","black",TRUE,0.000237,117,251,16,0.064,0.137,"KEGG:01200","keg",26,"Carbon metabolism",1,"CPS1,ME1,ME2,HADHA,PHGDH,ACO2,OGDH,ALDH6A1,CAT,PSAT1,MUT,GLUD1,ACSS1,GPT2,SUCLG2,ADH5",NA
"234","black",TRUE,0.000297,179,360,21,0.058,0.117,"REAC:R-HSA-8978868","rea",3,"Fatty acid metabolism",1,"HADHA,ACSBG1,DECR1,PON2,ELOVL3,EPHX2,CYP2J2,HADHB,HADH,PTGR2,SCD5,CBR4,MUT,ACOT11,ACSF2,ACAA2,ACOX2,ACBD7,SLC25A20,SLC22A5,ELOVL2",NA
"235","black",TRUE,0.00123,37,360,9,0.025,0.243,"REAC:R-HSA-77289","rea",3,"Mitochondrial Fatty Acid Beta-Oxidation",2,"HADHA,DECR1,HADHB,HADH,MUT,ACOT11,ACSF2,ACAA2,ACBD7",NA
"236","black",TRUE,0.0163,3,360,3,0.008,1,"REAC:R-HSA-379397","rea",10,"Enzymatic degradation of dopamine by COMT",1,"COMT,LRTOMT,MAOA",NA
"237","black",TRUE,0.0233,52,360,9,0.025,0.173,"REAC:R-HSA-5578775","rea",21,"Ion homeostasis",1,"ATP1A2,SRI,ITPR2,ATP1B2,ATP1A4,CAMK2G,AHCYL1,RYR1,RYR3",NA
"238","black",TRUE,0.000328,2087,360,109,0.303,0.052,"REAC:R-HSA-1430728","rea",25,"Metabolism",1,"PDK4,CPS1,AKR7A2,GALC,MTMR1,ME1,PHKA1,ACACB,NT5C2,GPC4,ADCY2,PGM1,ME2,HADHA,CPNE3,COQ9,PDPR,PHGDH,COMT,NUP188,ACO2,PCYT1B,ACP5,ACSBG1,DECR1,PON2,OGDH,HIBADH,ACSS3,ALDH2,LDHB,NUDT12,GPD2,ALDH6A1,ELOVL3,GPAM,PPP1R3C,EPHX2,LRAT,ITPR2,LRP1,DCTD,NCAN,SLC27A1,BCAN,LPIN3,GSTM1,CYP2J2,PSAT1,NT5E,TTPA,HADHB,HADH,SUOX,PTGR2,ALDH9A1,EPHX1,SCD5,CBR4,CYP4V2,MUT,CHST7,CSGALNACT1,GLUD1,HNMT,DDAH1,ENPP3,ACSS1,AGPAT5,CBS,AGPAT3,ACOT11,NMNAT3,BDH2,FABP7,ALDH7A1,GPT2,TK2,PEX11A,ACSF2,ACAA2,SRR,LMBRD1,ACOX2,AHCYL1,SDC2,BTD,CCBL1,MTM1,GATM,SUCLG2,GNG12,ACBD7,SLC25A20,GPC5,PIPOX,ADI1,TMLHE,MARC1,MAOA,SLC22A5,PSAP,ADH5,ELOVL2,SULT1C4,DDO,GSTM2,GALT,RPS28",NA
"239","pink",TRUE,0.00012,697,427,42,0.098,0.06,"GO:0032989","BP",7,"cellular component morphogenesis",1,"SARM1,NEDD4L,NGEF,MEF2A,SPTB,SEMA3C,PAK3,ACTN2,COCH,FGD1,OLFM4,SYT17,VRK3,MET,EFNB3,CUX2,STK25,PTK2B,PACSIN1,STRIP2,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMOD1,STRIP1,TMEM108,PTPRO,PRKCA,OBSCN,LRFN2,SPON2,NTNG1,CDC42EP3,NYAP1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.14359544973532
"240","pink",TRUE,0.000179,629,427,39,0.091,0.062,"GO:0000902","BP",7,"cell morphogenesis",2,"SARM1,NEDD4L,NGEF,MEF2A,SPTB,SEMA3C,PAK3,COCH,FGD1,OLFM4,SYT17,VRK3,MET,EFNB3,CUX2,STK25,PTK2B,PACSIN1,STRIP2,UNC13A,OLFM1,DLG4,NGF,PLXNC1,STRIP1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,CDC42EP3,NYAP1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.20831831966132
"241","pink",TRUE,0.00123,307,427,24,0.056,0.078,"GO:0022604","BP",7,"regulation of cell morphogenesis",3,"SARM1,NEDD4L,NGEF,PAK3,COCH,FGD1,OLFM4,SYT17,VRK3,EFNB3,CUX2,PTK2B,STRIP2,UNC13A,OLFM1,DLG4,NGF,PLXNC1,STRIP1,PTPRO,CDC42EP3,RELN,SIPA1L1,CUX1",5.46477541869683
"242","pink",TRUE,0.000338,421,427,30,0.07,0.071,"GO:0032990","BP",7,"cell part morphogenesis",2,"SARM1,NEDD4L,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,STK25,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,NYAP1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.51019439176004
"243","pink",TRUE,2.93e-05,1038,427,56,0.131,0.054,"GO:0030030","BP",7,"cell projection organization",1,"SARM1,LRRC7,NEDD4L,LTK,NGEF,MEF2A,SPTB,SEMA3C,PAK3,ACTN2,RFX3,FGD1,CLUAP1,SYT17,ATP1A3,EFNB3,CUX2,CEP72,DPYSL3,STK25,PTK2B,PACSIN1,UNC13A,OLFM1,NPHP4,DLG4,NGF,PLXNC1,ODF2,CCDC65,CDH13,PIP5K1A,TMEM108,PTPRO,CCNO,PRKCA,LRFN2,SPON2,UBXN10,NTNG1,CDC42EP3,PRKCD,CSMD3,NYAP1,CCDC103,GPRIN1,RSPH9,DAB1,TMEM107,SLITRK4,RELN,HTT,SIPA1L1,SPTAN1,CUX1,GRIN2B",4.12352178300124
"244","pink",TRUE,2.08e-05,1028,427,56,0.131,0.054,"GO:0120036","BP",7,"plasma membrane bounded cell projection organization",2,"SARM1,LRRC7,NEDD4L,LTK,NGEF,MEF2A,SPTB,SEMA3C,PAK3,ACTN2,RFX3,FGD1,CLUAP1,SYT17,ATP1A3,EFNB3,CUX2,CEP72,DPYSL3,STK25,PTK2B,PACSIN1,UNC13A,OLFM1,NPHP4,DLG4,NGF,PLXNC1,ODF2,CCDC65,CDH13,PIP5K1A,TMEM108,PTPRO,CCNO,PRKCA,LRFN2,SPON2,UBXN10,NTNG1,CDC42EP3,PRKCD,CSMD3,NYAP1,CCDC103,GPRIN1,RSPH9,DAB1,TMEM107,SLITRK4,RELN,HTT,SIPA1L1,SPTAN1,CUX1,GRIN2B",NA
"245","pink",TRUE,2e-04,411,427,30,0.07,0.073,"GO:0048858","BP",7,"cell projection morphogenesis",2,"SARM1,NEDD4L,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,STK25,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,NYAP1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.52425555413189
"246","pink",TRUE,0.00017,408,427,30,0.07,0.074,"GO:0120039","BP",7,"plasma membrane bounded cell projection morphogenesis",3,"SARM1,NEDD4L,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,STK25,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,NYAP1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",NA
"247","pink",TRUE,0.0157,404,427,26,0.061,0.064,"GO:0031344","BP",7,"regulation of cell projection organization",1,"SARM1,LRRC7,NEDD4L,LTK,NGEF,PAK3,SYT17,EFNB3,CUX2,DPYSL3,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,PTPRO,CDC42EP3,PRKCD,CSMD3,RELN,HTT,SIPA1L1,CUX1,GRIN2B",5.41425962855993
"248","pink",TRUE,0.012,398,427,26,0.061,0.065,"GO:0120035","BP",7,"regulation of plasma membrane bounded cell projection organization",2,"SARM1,LRRC7,NEDD4L,LTK,NGEF,PAK3,SYT17,EFNB3,CUX2,DPYSL3,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,PTPRO,CDC42EP3,PRKCD,CSMD3,RELN,HTT,SIPA1L1,CUX1,GRIN2B",NA
"249","pink",TRUE,0.0486,849,427,41,0.096,0.048,"GO:0048699","BP",7,"generation of neurons",1,"SARM1,LRRC7,NEDD4L,LTK,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,DPYSL3,STK25,DLX2,KCNIP2,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,NEUROD1,CSMD3,NYAP1,GPRIN1,WNT10B,DCLK2,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",3.92248160665552
"250","pink",TRUE,0.00589,778,427,41,0.096,0.053,"GO:0030182","BP",7,"neuron differentiation",2,"SARM1,LRRC7,NEDD4L,LTK,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,DPYSL3,STK25,DLX2,KCNIP2,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,NEUROD1,CSMD3,NYAP1,GPRIN1,WNT10B,DCLK2,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.06689045776203
"251","pink",TRUE,0.00157,631,427,37,0.087,0.059,"GO:0048666","BP",7,"neuron development",3,"SARM1,LRRC7,NEDD4L,LTK,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,DPYSL3,STK25,KCNIP2,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,CSMD3,NYAP1,GPRIN1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.33890420205609
"252","pink",TRUE,0.00033,567,427,36,0.084,0.063,"GO:0031175","BP",7,"neuron projection development",4,"SARM1,LRRC7,NEDD4L,LTK,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,DPYSL3,STK25,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,CSMD3,NYAP1,GPRIN1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.4839461656851
"253","pink",TRUE,8.73e-05,396,427,30,0.07,0.076,"GO:0048812","BP",7,"neuron projection morphogenesis",5,"SARM1,NEDD4L,NGEF,MEF2A,SPTB,SEMA3C,PAK3,SYT17,EFNB3,CUX2,STK25,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,TMEM108,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,NYAP1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.76560153027002
"254","pink",TRUE,0.0246,340,427,23,0.054,0.068,"GO:0048667","BP",7,"cell morphogenesis involved in neuron differentiation",1,"SARM1,NGEF,MEF2A,SPTB,SEMA3C,PAK3,EFNB3,CUX2,OLFM1,DLG4,NGF,PLXNC1,PTPRO,PRKCA,LRFN2,SPON2,NTNG1,DAB1,SLITRK4,RELN,SIPA1L1,SPTAN1,CUX1",4.82574343599459
"255","pink",TRUE,0.00447,330,427,24,0.056,0.073,"GO:0045664","BP",7,"regulation of neuron differentiation",1,"SARM1,LRRC7,NEDD4L,LTK,NGEF,PAK3,SYT17,EFNB3,CUX2,DPYSL3,DLX2,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,PTPRO,NEUROD1,CSMD3,RELN,SIPA1L1,CUX1",5.37245289737713
"256","pink",TRUE,0.03,185,427,16,0.037,0.086,"GO:0045666","BP",7,"positive regulation of neuron differentiation",2,"LRRC7,NEDD4L,LTK,SYT17,CUX2,DPYSL3,DLX2,PTK2B,PACSIN1,UNC13A,DLG4,NGF,PLXNC1,NEUROD1,RELN,CUX1",6.07350525744419
"257","pink",TRUE,0.00104,261,427,22,0.052,0.084,"GO:0010975","BP",7,"regulation of neuron projection development",2,"SARM1,LRRC7,NEDD4L,LTK,NGEF,PAK3,SYT17,EFNB3,CUX2,DPYSL3,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,NGF,PLXNC1,PTPRO,CSMD3,RELN,SIPA1L1,CUX1",5.72128466385484
"258","pink",TRUE,0.0283,144,427,14,0.033,0.097,"GO:0010976","BP",7,"positive regulation of neuron projection development",3,"LRRC7,NEDD4L,LTK,SYT17,CUX2,DPYSL3,PTK2B,PACSIN1,UNC13A,DLG4,NGF,PLXNC1,RELN,CUX1",6.39235589271559
"259","pink",TRUE,0.00035,225,427,21,0.049,0.093,"GO:0007610","BP",3,"behavior",1,"USP2,RASD2,CALB1,NRXN2,CUX2,SLC8A2,C1QL1,NPHP4,DLG4,PLK2,CAMK4,ADCY8,SHANK2,CARTPT,GPR88,GRIN2A,BTBD9,SHISA7,RELN,HTT,GRIN2B",4.75620376781125
"260","pink",TRUE,0.0122,134,427,14,0.033,0.104,"GO:0050890","BP",3,"cognition",1,"CALB1,NRXN2,CUX2,SLC8A2,DLG4,PLK2,CAMK4,ADCY8,SHANK2,GPR88,GRIN2A,SHISA7,HTT,GRIN2B",6.0269852418093
"261","pink",TRUE,0.000331,100,427,14,0.033,0.14,"GO:0007611","BP",3,"learning or memory",2,"CALB1,NRXN2,CUX2,SLC8A2,DLG4,PLK2,CAMK4,ADCY8,SHANK2,GPR88,GRIN2A,SHISA7,HTT,GRIN2B",6.1665956805102
"262","pink",TRUE,8.8e-06,1403,427,70,0.164,0.05,"GO:0007399","BP",30,"nervous system development",1,"SARM1,LRRC7,CYP46A1,NEDD4L,LTK,NGEF,MEF2A,SPTB,CAMK2A,SEMA3C,PAK3,DLG3,CHRD,DRP2,SYT17,GRIN2D,DLX5,RAPGEFL1,EFNB3,NRXN2,CUX2,DPYSL3,STK25,DLX2,HPCAL4,KCNIP2,PTK2B,PACSIN1,UNC13A,OLFM1,DLG4,CHRM3,NGF,PLXNC1,PCDH8,TMEM108,SDK1,MAL2,KIRREL3,PTPRO,PRKCA,CA10,LRFN2,HTR6,MPZ,SPON2,CALM3,SHANK2,NTNG1,NEUROD1,CSMD3,DACT1,NYAP1,CHRM1,GPRIN1,WNT10B,NLGN2,DCLK2,ENC1,ARNT2,DAB1,SLITRK4,GRIN2A,RELN,SIPA1L1,SPTAN1,PCDHGA5,PCDHGA11,CUX1,GRIN2B",3.30888470485359
"263","pink",TRUE,0.0315,108,427,12,0.028,0.111,"GO:0050796","BP",16,"regulation of insulin secretion",1,"NOS2,BAIAP3,RFX3,RBP4,CACNA1C,PRKCA,NEUROD1,SLC25A6,NLGN2,C2CD2L,CACNA1E,DOC2B",6.46010188124797
"264","pink",TRUE,0.00127,66,427,11,0.026,0.167,"GO:0007215","BP",15,"glutamate receptor signaling pathway",1,"CACNG3,NECAB2,PTK2B,GRIA3,DLG4,GRIA4,NLGN2,GRIN2A,RELN,GRM7,GRIN2B",7.16263880215776
"265","pink",TRUE,0.00355,5198,427,170,0.398,0.033,"GO:0032501","BP",2,"multicellular organismal process",1,"SARM1,ITGA3,CACNG3,AP2B1,NOS2,CD6,LRRC7,CYP46A1,USP2,CELF2,NEDD4L,PKP2,LTK,DGKA,NGEF,MEF2A,SPTB,CNGB1,CAMK2A,SEMA3C,PAK3,ACTN2,RFX3,KCNN2,DLG3,PTHLH,KHSRP,RCOR1,CHRD,NLRP1,EPB41L4B,COCH,ZNF516,FGD1,DRP2,SYT17,CALB1,ATP1A3,GRIN2D,DLX5,MET,RAPGEFL1,EFNB3,NRXN2,CUX2,PRPH2,DPYSL3,OTOF,STK25,DLX2,MEF2D,HPCAL4,KCNQ4,SLC8A2,ONECUT2,KCNIP2,PTK2B,TRERF1,PACSIN1,OPRL1,PRKCG,DACH2,TNNI3,UNC13A,OLFM1,COL5A1,NPHP4,ZNF304,DLG4,CHRM3,MEIS2,NGF,PLXNC1,PCDH8,DGKB,TMOD1,RBP4,HCN4,PDE6H,SLC24A4,NTRK3,CDH13,GNAL,TNFRSF11A,IGSF3,PIP5K1A,TMEM108,PLK2,MLIP,SDK1,DIAPH2,MAL2,RGR,CELF1,KIRREL3,CACNA1C,PTPRO,CAMK4,PTPRR,CACNA2D1,PRKCA,SORBS2,CA10,ADCY8,ADAMTS3,LRFN2,RAB11FIP1,HTR6,MPZ,PADI4,SPON2,CALM3,SHANK2,NTNG1,NEUROD1,PRKCD,LRPAP1,CARTPT,CITED2,ADCY1,CSMD3,DACT1,CACNB2,LIPC,SCN3B,TAC3,NYAP1,SMAD3,CCDC103,STIM1,PRRT2,CHRM1,GPRIN1,WNT10B,PYDC1,NLGN2,DCLK2,PDGFD,KCNK3,HOPX,ENC1,PLEKHG5,ARNT2,DAB1,RTP1,NPPA,PER1,SLITRK4,HTR1D,PENK,GPR88,CCBE1,GRIN2A,BTBD9,FFAR4,GNG2,SHISA7,RELN,GRM7,PRTN3,HTT,SIPA1L1,KCNMB2,SPTAN1,SPIRE2,PCDHGA5,PRKDC,PCDHGA11,CUX1,GRIN2B",1.69816761092111
"266","pink",TRUE,2.11e-05,1344,427,67,0.157,0.05,"GO:0003008","BP",2,"system process",2,"ITGA3,CACNG3,NOS2,CELF2,NEDD4L,PKP2,MEF2A,CNGB1,ACTN2,KCNN2,COCH,CALB1,ATP1A3,NRXN2,CUX2,PRPH2,OTOF,KCNQ4,SLC8A2,KCNIP2,PTK2B,OPRL1,TNNI3,DLG4,CHRM3,TMOD1,RBP4,HCN4,PDE6H,SLC24A4,GNAL,TMEM108,PLK2,MLIP,RGR,CACNA1C,PTPRO,CAMK4,CACNA2D1,PRKCA,SORBS2,ADCY8,RAB11FIP1,CALM3,SHANK2,NEUROD1,CARTPT,ADCY1,CACNB2,SCN3B,STIM1,PRRT2,CHRM1,NLGN2,KCNK3,RTP1,NPPA,HTR1D,PENK,GPR88,GRIN2A,SHISA7,RELN,GRM7,HTT,KCNMB2,GRIN2B",3.58411133603802
"267","pink",TRUE,0.021,361,427,24,0.056,0.066,"GO:0003013","BP",2,"circulatory system process",3,"NOS2,CELF2,NEDD4L,PKP2,MEF2A,KCNN2,ATP1A3,SLC8A2,KCNIP2,TNNI3,CHRM3,HCN4,CACNA1C,PTPRO,CACNA2D1,CALM3,CARTPT,CACNB2,SCN3B,STIM1,CHRM1,KCNK3,NPPA,KCNMB2",5.11069450993514
"268","pink",TRUE,0.0166,356,427,24,0.056,0.067,"GO:0008015","BP",2,"blood circulation",4,"NOS2,CELF2,NEDD4L,PKP2,MEF2A,KCNN2,ATP1A3,SLC8A2,KCNIP2,TNNI3,CHRM3,HCN4,CACNA1C,PTPRO,CACNA2D1,CALM3,CARTPT,CACNB2,SCN3B,STIM1,CHRM1,KCNK3,NPPA,KCNMB2",5.12288978302896
"269","pink",TRUE,0.00477,200,427,18,0.042,0.09,"GO:0003015","BP",2,"heart process",4,"CELF2,NEDD4L,PKP2,MEF2A,KCNN2,ATP1A3,SLC8A2,KCNIP2,TNNI3,HCN4,CACNA1C,CACNA2D1,CALM3,CACNB2,SCN3B,STIM1,KCNK3,NPPA",6.03306428788568
"270","pink",TRUE,0.0033,195,427,18,0.042,0.092,"GO:0060047","BP",2,"heart contraction",5,"CELF2,NEDD4L,PKP2,MEF2A,KCNN2,ATP1A3,SLC8A2,KCNIP2,TNNI3,HCN4,CACNA1C,CACNA2D1,CALM3,CACNB2,SCN3B,STIM1,KCNK3,NPPA",6.05463677313981
