"","query.number","significant","p.value","term.size","query.size","overlap.size","precision","recall","term.id","domain","subgraph.number","term.name","relative.depth","intersection","IC"
"87","cyan",TRUE,5.29e-16,8577,490,333,0.68,0.039,"GO:0044444","CC",3,"cytoplasmic part",5,"GCLC,ENPP4,NDUFAF7,SLC25A5,VTA1,ABHD5,ELOVL5,POLR3B,ATP2C1,HGF,MNAT1,UBA6,MAT2B,DCUN1D1,RRM2B,AP5M1,GALC,TAB2,EIF2AK2,GNAI3,OAT,ZC3H15,COL17A1,SEC61A2,SLC9A7,IARS2,PYGM,VPS35,DNAJA2,EXOC5,OSBPL3,TRNT1,PPP2R2C,NEBL,VDAC3,RAB21,CHMP2B,RAB10,EPS15,CHMP5,DIMT1,SNX10,TXLNG,TMEM230,CDV3,ECHDC1,TMEM14A,RAB18,ST13,PSMC6,EIF5,NFATC2,CSNK2A1,MAPRE1,VAPA,POLA1,PARP4,GSPT1,RAB11A,DMXL2,EIF3J,ZDHHC2,CPQ,PPP2CB,BNIP3L,ZNF175,TAX1BP1,CHCHD3,RHEB,CCDC47,TMEM33,EIF4G2,PDHX,CDKN1B,UST,STK38,CAP2,FBXL4,EPM2A,VEGFA,NUDT12,HSPA9,CLINT1,FAM172A,SKP1,SMAD5,CSNK1A1,PDCD10,NCBP2,NEK4,ACTR3,MRPL19,UNC50,MOB4,PRRX1,SCP2,EDEM3,RAP1A,CD58,SDHB,GBP3,RAB7L1,NSUN4,TMED5,FASTKD2,RAB3GAP2,CCND2,NDUFB3,RAD23B,RAB14,NEK9,DNAL1,GNA13,UBIAD1,LYPLA1,COPS5,NAA50,SV2C,SERAC1,BBS9,CCZ1,ECD,CCDC91,WWP1,RAP2C,ATXN1,EEF1E1,TM9SF2,KTN1,CANX,COX7C,RAP1B,RAB3IP,MACF1,SGCE,DNAJB9,MTX2,NCAN,CAP1,PPT1,PSME3,TRIM5,PTCD3,GRSF1,SYT11,FOPNL,LARS,NUMB,MRPS36,YWHAQ,TMED7,APC,RFK,PSAT1,CCDC146,CAPRIN1,CD164,COG2,SUCLA2,SPRY2,NUDT15,TANK,YME1L1,ATP6V1G1,SDCBP,RAB1A,ATAD1,DNAJC13,IDH1,PARP9,RAP1GDS1,USO1,PPA2,TCHP,SEC11A,CLTC,PMAIP1,SERBP1,PIGK,SYPL2,MPC2,DCAF6,UCK2,DYRK3,PARP1,RALB,DYNC1LI1,UBA3,ATG3,ENOPH1,PYURF,IQGAP2,RASA1,FEM1C,PNRC1,ARHGAP18,POLR2K,CDKN2B,AASDHPPT,ITGB1,DLAT,PTS,EIF4E,TDO2,DST,SCHIP1,MBNL1,IFIT5,DAB2,SCOC,FAM49B,JAZF1,NUS1,ATP5J,EPHB1,APOOL,OTUD6B,DBI,FMN2,VBP1,AHCYL2,SYNJ1,NAPEPLD,JAK1,EXTL2,CAPN2,MEMO1,CWC22,STT3B,SERPINI1,CADPS,DTX3L,SNIP1,NAA15,STARD4,AGGF1,WDR41,ERAP1,MIOS,SYTL3,DLC1,RAD21,DCAF13,FBP1,NDUFB6,ARHGAP12,ARF6,PRDX3,CCT2,MARS,LMBRD1,MMADHC,DNAJC21,MFF,PGM2,SLC33A1,UGP2,SYAP1,ZNF35,B3GNT2,ARL6IP1,RNF139,TMEM126B,PGAM1,ATF7IP,GATM,PTEN,TVP23B,CYCS,PAIP1,RASGRP1,NUDT4,SLC25A30,LIG4,ATP2A2,LARP7,PCCA,SMAD2,YES1,BNIP3,B3GNT5,ANO6,FAM210A,UBE2N,SERTAD2,ZNF322,KPNA2,ACBD3,CHST6,FBXL7,COPB2,NDUFA12,APOO,AP3M1,C6ORF120,YTHDF3,UBE2H,CHP1,RALGAPA2,SPATS2L,ADA,PSMD12,MCMBP,ADH5,MARCH5,SPRED2,ZNF480,KLHL9,STK39,CNOT7,OPA1,CAPZA2,SGMS1,COX20,SDHD,TRIQK,IPO7,CHUK,VDAC1,PPP1CB,ATP6V1G2,PPP2R2A,MT-ATP8,DHFR,MRPL33,APOBEC3D,MARS2,HAUS5,LYN,FPGT,SEC22B,NCOA4,ACACA",1.41169016510702
"88","cyan",TRUE,4.54e-09,4713,490,200,0.408,0.042,"GO:0005829","CC",3,"cytosol",6,"GCLC,VTA1,ABHD5,POLR3B,MNAT1,UBA6,MAT2B,DCUN1D1,RRM2B,AP5M1,TAB2,EIF2AK2,ZC3H15,SEC61A2,IARS2,PYGM,VPS35,DNAJA2,EXOC5,OSBPL3,PPP2R2C,RAB21,CHMP2B,RAB10,EPS15,CHMP5,DIMT1,TXLNG,CDV3,ECHDC1,RAB18,ST13,PSMC6,EIF5,NFATC2,CSNK2A1,MAPRE1,POLA1,PARP4,GSPT1,RAB11A,EIF3J,PPP2CB,ZNF175,TAX1BP1,EIF4G2,CDKN1B,STK38,FBXL4,EPM2A,CLINT1,SKP1,SMAD5,CSNK1A1,PDCD10,NCBP2,NEK4,ACTR3,PRRX1,SCP2,RAP1A,GBP3,RAB3GAP2,CCND2,RAD23B,RAB14,NEK9,GNA13,LYPLA1,COPS5,NAA50,BBS9,CCZ1,ECD,WWP1,ATXN1,EEF1E1,RAP1B,RAB3IP,PPT1,PSME3,TRIM5,PTCD3,LARS,YWHAQ,APC,RFK,PSAT1,SPRY2,NUDT15,TANK,ATP6V1G1,SDCBP,RAB1A,DNAJC13,IDH1,PARP9,RAP1GDS1,USO1,TCHP,CLTC,PMAIP1,SERBP1,DCAF6,UCK2,DYRK3,DYNC1LI1,UBA3,ATG3,ENOPH1,IQGAP2,RASA1,FEM1C,ARHGAP18,POLR2K,CDKN2B,AASDHPPT,PTS,EIF4E,TDO2,DST,SCHIP1,MBNL1,IFIT5,DAB2,SCOC,JAZF1,EPHB1,FMN2,VBP1,AHCYL2,SYNJ1,NAPEPLD,JAK1,CAPN2,MEMO1,CWC22,CADPS,DTX3L,SNIP1,NAA15,ERAP1,MIOS,DLC1,RAD21,DCAF13,FBP1,ARHGAP12,PRDX3,CCT2,MARS,MMADHC,PGM2,UGP2,SYAP1,PGAM1,ATF7IP,PTEN,CYCS,PAIP1,RASGRP1,NUDT4,LARP7,PCCA,SMAD2,YES1,ANO6,UBE2N,SERTAD2,ZNF322,KPNA2,FBXL7,COPB2,NDUFA12,APOO,YTHDF3,UBE2H,RALGAPA2,SPATS2L,ADA,PSMD12,MCMBP,ADH5,SPRED2,ZNF480,KLHL9,STK39,CNOT7,OPA1,CAPZA2,IPO7,CHUK,PPP1CB,ATP6V1G2,PPP2R2A,DHFR,HAUS5,LYN,FPGT,ACACA",2.92726832673672
"89","cyan",TRUE,2.14e-06,10321,490,348,0.71,0.034,"GO:0043229","CC",3,"intracellular organelle",4,"ENPP4,NDUFAF7,SLC25A5,VTA1,ABHD5,PRICKLE3,ELOVL5,POLR3B,ATP2C1,HGF,MNAT1,MAT2B,DCUN1D1,RRM2B,AP5M1,GALC,TAB2,EIF2AK2,GNAI3,OAT,WDR3,ZC3H15,COL17A1,SLC9A7,ZBTB11,IARS2,IFT80,VPS35,OSBPL3,TRNT1,ACTR6,RBM7,NEBL,VDAC3,RAB21,CHMP2B,RAB10,MYNN,EPS15,DIMT1,SNX10,TXLNG,TMEM230,RBM41,ECHDC1,TMEM14A,RAB18,PSMC6,NFATC2,CSNK2A1,MAPRE1,VAPA,POLA1,SMARCA1,PARP4,RAB11A,DMXL2,ZDHHC2,CPQ,BNIP3L,ZNF175,CHCHD3,RHEB,CBX1,CCDC47,TMEM33,DCUN1D4,PDHX,DUSP16,CDKN1B,UST,STK38,CAP2,FBXL4,CCNC,EPM2A,VEGFA,CLIC5,NUDT12,HSPA9,CLINT1,FAM172A,SKP1,SMAD5,CSNK1A1,PDCD10,NCBP2,ACTR3,MRPL19,UNC50,MOB4,PRRX1,SCP2,EDEM3,RAP1A,CD58,SDHB,RAB7L1,NSUN4,TMED5,DR1,FASTKD2,RAB3GAP2,CCND2,NDUFB3,RAD23B,RAB14,NEK9,DNAL1,SUPT7L,UBIAD1,COPS5,NAA50,SV2C,SERAC1,BBS9,CCZ1,SMU1,ECD,CCDC91,TUBA1B,MORF4L2,RAP2C,SNRNP27,ATXN1,EEF1E1,TM9SF2,KTN1,CANX,COX7C,RAP1B,RAB3IP,MACF1,SGCE,DNAJB9,MTX2,ARPP19,NCAN,CAP1,PPT1,PSME3,TRIM5,PTCD3,GRSF1,SYT11,FOPNL,LARS,E2F5,NUMB,MRPS36,PRPF38A,TMED7,APC,CCDC146,CAPRIN1,CD164,COG2,C2ORF49,SUCLA2,SPRY2,ACTL6A,YME1L1,ATP6V1G1,RANBP6,SDCBP,RAB1A,ATAD1,DNAJC13,SSB,IDH1,WDR12,PARP9,KIAA1109,RAP1GDS1,USO1,PPA2,TCHP,SEC11A,CLTC,PMAIP1,SERBP1,PIGK,SYPL2,MPC2,DCAF6,TOR1AIP1,DYRK3,SDE2,PARP1,RALB,DYNC1LI1,UBA3,PYURF,IQGAP2,FEM1C,PNRC1,ARHGAP18,POLR2K,CDKN2B,DLAT,PTS,IPMK,EIF4E,DST,SCHIP1,MBNL1,IFIT5,DAB2,SCOC,SMARCA5,FAM49B,JAZF1,SREK1,NUS1,ATP5J,GABPA,EPHB1,APOOL,DBI,MIER3,FMN2,RNF20,VBP1,RAB28,MITD1,SYNJ1,RCAN1,NAPEPLD,JAK1,FUBP1,EXTL2,CAPN2,MEMO1,IWS1,CWC22,STT3B,SERPINI1,DTX3L,SNIP1,NAA15,RANBP3L,STARD4,WDR41,ERAP1,MIOS,SYTL3,DLC1,RAD21,DCAF13,KDM1B,FBP1,DYNLT3,NDUFB6,ARF6,PRDX3,TAF1D,CCT2,MARS,LMBRD1,MMADHC,DNAJC21,MFF,UBE2V2,PGM2,SLC33A1,APLF,UGP2,SYAP1,ZNF35,B3GNT2,ZNF804A,ARL6IP1,RNF139,PYGO1,TMEM126B,PGAM1,ATF7IP,GATM,PTEN,TVP23B,CYCS,ZNF131,RASGRP1,NUDT4,SLC25A30,RALGAPA1,LIG4,ATP2A2,LARP7,PCCA,SMAD2,YES1,BNIP3,B3GNT5,BASP1,ANO6,FAM210A,PAWR,NAALADL2,UBE2N,SERTAD2,ZNF322,KPNA2,ACBD3,FANCF,CHST6,FBXL7,COPB2,NDUFA12,APOO,AP3M1,C6ORF120,CHP1,SUMO2,SPATS2L,ESRRG,TCF4,ADA,PSMD12,MCMBP,MARCH5,ZNF480,STK39,CNOT7,OPA1,DCAF12,CAPZA2,SGMS1,COX20,BMPR2,SDHD,TRIQK,IPO7,CHUK,VDAC1,PPP1CB,DDX47,PPP2R2A,MT-ATP8,DHFR,MRPL33,APOBEC3D,MARS2,HAUS5,LYN,SEC22B,NCOA4,ACACA",0.883484947044495
"90","cyan",TRUE,3.77e-06,7923,490,283,0.578,0.036,"GO:0044446","CC",3,"intracellular organelle part",5,"ENPP4,NDUFAF7,SLC25A5,VTA1,PRICKLE3,ELOVL5,POLR3B,ATP2C1,HGF,MNAT1,RRM2B,GALC,TAB2,GNAI3,OAT,WDR3,ZC3H15,COL17A1,SLC9A7,ZBTB11,IARS2,IFT80,VPS35,OSBPL3,TRNT1,RBM7,NEBL,VDAC3,RAB21,CHMP2B,RAB10,DIMT1,SNX10,TXLNG,TMEM230,RBM41,TMEM14A,RAB18,PSMC6,NFATC2,CSNK2A1,MAPRE1,VAPA,POLA1,SMARCA1,PARP4,RAB11A,BNIP3L,ZNF175,CHCHD3,RHEB,CBX1,TMEM33,PDHX,DUSP16,CDKN1B,UST,CAP2,FBXL4,CCNC,EPM2A,VEGFA,NUDT12,HSPA9,CLINT1,SKP1,SMAD5,CSNK1A1,NCBP2,ACTR3,MRPL19,UNC50,PRRX1,SCP2,EDEM3,RAP1A,CD58,SDHB,RAB7L1,NSUN4,TMED5,DR1,FASTKD2,RAB3GAP2,CCND2,NDUFB3,RAD23B,RAB14,NEK9,DNAL1,SUPT7L,UBIAD1,COPS5,SV2C,BBS9,CCZ1,SMU1,ECD,CCDC91,TUBA1B,MORF4L2,RAP2C,SNRNP27,ATXN1,EEF1E1,KTN1,CANX,COX7C,RAP1B,MACF1,DNAJB9,MTX2,ARPP19,NCAN,CAP1,PPT1,PSME3,PTCD3,GRSF1,FOPNL,LARS,E2F5,MRPS36,PRPF38A,TMED7,APC,CCDC146,COG2,C2ORF49,SUCLA2,ACTL6A,YME1L1,ATP6V1G1,RANBP6,SDCBP,RAB1A,ATAD1,DNAJC13,SSB,IDH1,WDR12,PARP9,USO1,PPA2,TCHP,SEC11A,CLTC,PMAIP1,PIGK,SYPL2,MPC2,DCAF6,TOR1AIP1,DYRK3,PARP1,DYNC1LI1,PYURF,IQGAP2,FEM1C,ARHGAP18,POLR2K,DLAT,IPMK,DST,SCHIP1,MBNL1,DAB2,SCOC,SMARCA5,FAM49B,JAZF1,SREK1,NUS1,ATP5J,GABPA,EPHB1,APOOL,DBI,MIER3,FMN2,RNF20,RAB28,SYNJ1,NAPEPLD,FUBP1,EXTL2,CAPN2,IWS1,CWC22,STT3B,SERPINI1,DTX3L,SNIP1,RANBP3L,WDR41,ERAP1,MIOS,DLC1,RAD21,DCAF13,KDM1B,DYNLT3,NDUFB6,ARF6,PRDX3,TAF1D,CCT2,MARS,LMBRD1,MFF,UBE2V2,PGM2,SLC33A1,APLF,SYAP1,B3GNT2,ZNF804A,ARL6IP1,RNF139,PYGO1,TMEM126B,PGAM1,ATF7IP,GATM,PTEN,TVP23B,CYCS,ZNF131,SLC25A30,LIG4,ATP2A2,LARP7,PCCA,SMAD2,BNIP3,B3GNT5,BASP1,ANO6,PAWR,NAALADL2,UBE2N,SERTAD2,ZNF322,KPNA2,ACBD3,FANCF,CHST6,FBXL7,COPB2,NDUFA12,APOO,AP3M1,C6ORF120,CHP1,SUMO2,SPATS2L,ESRRG,TCF4,PSMD12,MCMBP,MARCH5,ZNF480,STK39,CNOT7,OPA1,DCAF12,CAPZA2,SGMS1,COX20,BMPR2,SDHD,IPO7,CHUK,VDAC1,PPP1CB,DDX47,PPP2R2A,MT-ATP8,MRPL33,MARS2,HAUS5,SEC22B,ACACA",1.46724466181727
"91","cyan",TRUE,0.0195,894,490,48,0.098,0.054,"GO:0031967","CC",3,"organelle envelope",6,"SLC25A5,WDR3,OSBPL3,VDAC3,TXLNG,TMEM14A,POLA1,BNIP3L,CHCHD3,TMEM33,FBXL4,MRPL19,SDHB,CCND2,NDUFB3,COX7C,MTX2,PTCD3,MRPS36,PRPF38A,YME1L1,RANBP6,SDCBP,PMAIP1,MPC2,TOR1AIP1,PARP1,ATP5J,APOOL,NAPEPLD,NDUFB6,MFF,TMEM126B,GATM,CYCS,SLC25A30,BNIP3,KPNA2,NDUFA12,APOO,MARCH5,OPA1,COX20,SDHD,IPO7,VDAC1,MT-ATP8,MRPL33",3.79294552769182
"92","cyan",TRUE,0.000141,8902,490,303,0.618,0.034,"GO:0043231","CC",3,"intracellular membrane-bounded organelle",5,"NDUFAF7,SLC25A5,VTA1,PRICKLE3,ELOVL5,POLR3B,ATP2C1,MNAT1,MAT2B,DCUN1D1,RRM2B,AP5M1,GALC,TAB2,GNAI3,OAT,WDR3,ZC3H15,COL17A1,SLC9A7,ZBTB11,IARS2,VPS35,OSBPL3,TRNT1,ACTR6,RBM7,VDAC3,RAB21,CHMP2B,RAB10,MYNN,EPS15,DIMT1,SNX10,TXLNG,TMEM230,RBM41,ECHDC1,TMEM14A,RAB18,PSMC6,NFATC2,CSNK2A1,VAPA,POLA1,SMARCA1,PARP4,RAB11A,ZDHHC2,CPQ,BNIP3L,ZNF175,CHCHD3,RHEB,CBX1,CCDC47,TMEM33,DCUN1D4,PDHX,DUSP16,CDKN1B,UST,STK38,FBXL4,CCNC,EPM2A,NUDT12,HSPA9,CLINT1,FAM172A,SKP1,SMAD5,CSNK1A1,PDCD10,NCBP2,MRPL19,UNC50,MOB4,PRRX1,SCP2,EDEM3,SDHB,RAB7L1,NSUN4,TMED5,DR1,FASTKD2,RAB3GAP2,CCND2,NDUFB3,RAD23B,RAB14,SUPT7L,UBIAD1,COPS5,NAA50,SERAC1,CCZ1,SMU1,ECD,CCDC91,MORF4L2,SNRNP27,ATXN1,EEF1E1,KTN1,CANX,COX7C,RAP1B,RAB3IP,MACF1,SGCE,DNAJB9,MTX2,ARPP19,NCAN,CAP1,PPT1,PSME3,TRIM5,PTCD3,GRSF1,FOPNL,LARS,E2F5,MRPS36,PRPF38A,TMED7,APC,CD164,COG2,C2ORF49,SUCLA2,SPRY2,ACTL6A,YME1L1,ATP6V1G1,RANBP6,SDCBP,RAB1A,ATAD1,DNAJC13,SSB,IDH1,WDR12,PARP9,KIAA1109,RAP1GDS1,USO1,PPA2,TCHP,SEC11A,CLTC,PMAIP1,SERBP1,PIGK,MPC2,DCAF6,TOR1AIP1,DYRK3,SDE2,PARP1,RALB,UBA3,PYURF,FEM1C,PNRC1,ARHGAP18,POLR2K,CDKN2B,DLAT,PTS,IPMK,DST,SCHIP1,MBNL1,IFIT5,DAB2,SCOC,SMARCA5,JAZF1,SREK1,NUS1,ATP5J,GABPA,EPHB1,APOOL,DBI,MIER3,FMN2,RNF20,VBP1,MITD1,RCAN1,NAPEPLD,JAK1,FUBP1,EXTL2,CAPN2,MEMO1,IWS1,CWC22,STT3B,DTX3L,SNIP1,NAA15,RANBP3L,STARD4,WDR41,ERAP1,MIOS,DLC1,RAD21,DCAF13,KDM1B,FBP1,NDUFB6,PRDX3,TAF1D,CCT2,MARS,LMBRD1,MMADHC,MFF,UBE2V2,SLC33A1,APLF,UGP2,SYAP1,ZNF35,B3GNT2,ZNF804A,ARL6IP1,RNF139,PYGO1,TMEM126B,ATF7IP,GATM,PTEN,TVP23B,CYCS,ZNF131,RASGRP1,NUDT4,SLC25A30,RALGAPA1,LIG4,ATP2A2,LARP7,PCCA,SMAD2,YES1,BNIP3,B3GNT5,BASP1,FAM210A,PAWR,NAALADL2,UBE2N,SERTAD2,ZNF322,KPNA2,ACBD3,FANCF,CHST6,COPB2,NDUFA12,APOO,AP3M1,C6ORF120,CHP1,SUMO2,SPATS2L,ESRRG,TCF4,ADA,PSMD12,MCMBP,MARCH5,ZNF480,STK39,CNOT7,OPA1,SGMS1,COX20,BMPR2,SDHD,TRIQK,IPO7,CHUK,VDAC1,PPP1CB,DDX47,PPP2R2A,MT-ATP8,DHFR,MRPL33,MARS2,LYN,SEC22B,NCOA4,ACACA",1.06743453164193
"93","cyan",TRUE,0.0114,1278,490,63,0.129,0.049,"GO:0005739","CC",3,"mitochondrion",6,"NDUFAF7,SLC25A5,OAT,IARS2,VPS35,TRNT1,VDAC3,DIMT1,ECHDC1,TMEM14A,BNIP3L,CHCHD3,PDHX,FBXL4,HSPA9,MRPL19,SDHB,RAB7L1,NSUN4,FASTKD2,NDUFB3,SERAC1,COX7C,MTX2,PTCD3,GRSF1,MRPS36,SUCLA2,YME1L1,PARP9,RAP1GDS1,PPA2,TCHP,PMAIP1,MPC2,PARP1,DLAT,PTS,ATP5J,APOOL,STARD4,NDUFB6,PRDX3,MMADHC,MFF,TMEM126B,GATM,CYCS,SLC25A30,PCCA,BNIP3,FAM210A,NDUFA12,APOO,MARCH5,OPA1,COX20,SDHD,VDAC1,MT-ATP8,DHFR,MRPL33,MARS2",3.22304687280082
"94","cyan",TRUE,0.00115,857,490,50,0.102,0.058,"GO:0044429","CC",3,"mitochondrial part",7,"NDUFAF7,SLC25A5,OAT,IARS2,TRNT1,VDAC3,DIMT1,TMEM14A,BNIP3L,CHCHD3,PDHX,FBXL4,HSPA9,MRPL19,SDHB,NSUN4,FASTKD2,NDUFB3,COX7C,MTX2,PTCD3,GRSF1,MRPS36,SUCLA2,YME1L1,PPA2,PMAIP1,MPC2,DLAT,ATP5J,APOOL,NDUFB6,PRDX3,MFF,TMEM126B,GATM,CYCS,SLC25A30,PCCA,BNIP3,NDUFA12,APOO,MARCH5,OPA1,COX20,SDHD,VDAC1,MT-ATP8,MRPL33,MARS2",3.85834574642688
"95","cyan",TRUE,0.000188,2095,490,98,0.2,0.047,"GO:0031090","CC",3,"organelle membrane",1,"ENPP4,SLC25A5,ATP2C1,TAB2,GNAI3,WDR3,SLC9A7,VPS35,OSBPL3,VDAC3,RAB21,CHMP2B,RAB10,SNX10,TXLNG,TMEM14A,RAB18,VAPA,RAB11A,BNIP3L,CHCHD3,RHEB,UST,EPM2A,MRPL19,UNC50,RAP1A,CD58,SDHB,CCND2,NDUFB3,RAB14,UBIAD1,SV2C,RAP2C,COX7C,RAP1B,MTX2,PTCD3,MRPS36,PRPF38A,TMED7,COG2,YME1L1,ATP6V1G1,RANBP6,SDCBP,RAB1A,ATAD1,DNAJC13,USO1,CLTC,PMAIP1,SYPL2,MPC2,TOR1AIP1,DYNC1LI1,IQGAP2,DAB2,ATP5J,EPHB1,APOOL,FMN2,SYNJ1,NAPEPLD,WDR41,MIOS,NDUFB6,ARF6,LMBRD1,MFF,SLC33A1,B3GNT2,ARL6IP1,TMEM126B,TVP23B,CYCS,SLC25A30,ATP2A2,BNIP3,B3GNT5,ANO6,ACBD3,CHST6,COPB2,NDUFA12,APOO,AP3M1,CHP1,MARCH5,OPA1,SGMS1,COX20,SDHD,VDAC1,MT-ATP8,MRPL33,SEC22B",2.67113330522749
"96","cyan",TRUE,0.000795,2130,490,97,0.198,0.046,"GO:0070062","CC",3,"extracellular exosome",1,"ENPP4,VTA1,MAT2B,GNAI3,PYGM,VPS35,DNAJA2,PFN2,MPP5,NEBL,VDAC3,RAB21,CHMP2B,RAB10,CHMP5,ST13,PSMC6,PARP4,RAB11A,CPQ,TAX1BP1,CHCHD3,RHEB,CLIC5,HSPA9,PDCD10,ACTR3,RAP1A,CD58,RAB7L1,RAB14,GNA13,LYPLA1,NAA50,RNF11,WWP1,RAP2C,TM9SF2,CANX,RAP1B,DNAJB9,CAP1,PPT1,YWHAQ,PSAT1,SUCLA2,ATP6V1G1,SDCBP,RAB1A,DNAJC13,IDH1,RAP1GDS1,TSPAN3,C17ORF80,CLTC,SERBP1,ATP1B1,ACP1,RALB,IQGAP2,PMP2,AASDHPPT,ITGB1,EIF4E,FAM49B,EPHB1,DBI,MITD1,NAPEPLD,CAPN2,SERPINI1,ENPP6,ERAP1,FBP1,ARF6,CCT2,MARS,HDHD2,ADAM9,UBE2V2,PGM2,UGP2,SYAP1,ALCAM,PGAM1,GATM,YES1,BASP1,ANO6,UBE2N,CHP1,PSMD12,ADH5,CAPZA2,VDAC1,PPP1CB,LYN",3.21178426510394
"97","cyan",TRUE,0.000162,4363,490,172,0.351,0.039,"GO:0032991","CC",6,"protein-containing complex",1,"GCLC,SLC25A5,POLR3B,MNAT1,MAT2B,DCUN1D1,RRM2B,AP5M1,EIF2AK2,GNAI3,WDR3,IFT80,VPS35,EXOC5,MPP5,PPP2R2C,CHMP2B,RAB10,RBM41,PSMC6,CSNK2A1,POLA1,SMARCA1,PARP4,GSPT1,RAB11A,DMXL2,EIF3J,PPP2CB,CHCHD3,TMEM33,DCUN1D4,EIF4G2,PDHX,CDKN1B,FBXL4,CCNC,EPM2A,SKP1,SMAD5,CSNK1A1,NCBP2,ACTR3,MRPL19,SCP2,SDHB,NSUN4,DR1,FASTKD2,RAB3GAP2,CCND2,NDUFB3,RAD23B,DNAL1,SUPT7L,GNA13,COPS5,NAA50,BBS9,CCZ1,SMU1,ECD,RNF11,WWP1,MORF4L2,CKS2,ATXN1,EEF1E1,COX7C,SGCE,PSME3,TRIM5,GRSF1,SLC41A1,LARS,MRPS36,YWHAQ,LRP4,PRPF38A,TMED7,APC,CAPRIN1,COG2,C2ORF49,ACTL6A,TANK,SDCBP,DNAJC13,SSB,WDR12,PARP9,SEC11A,CLTC,PIGK,ATP1B1,DCAF6,DYRK3,PARP1,RALB,DYNC1LI1,ATG3,PYURF,IQGAP2,PNRC1,POLR2K,ITGB1,DLAT,EIF4E,MBNL1,IFIT5,DAB2,SMARCA5,JAZF1,ATP5J,APOOL,OTUD6B,MIER3,RNF20,VBP1,SYNJ1,CWC22,STT3B,DTX3L,NAA15,WDR41,MIOS,RAD21,DCAF13,KDM1B,DYNLT3,NDUFB6,PRDX3,CCT2,MARS,DNAJC21,UBE2V2,ALCAM,ARL6IP1,RNF139,LRRC8C,CYCS,LIG4,SMAD2,BASP1,ANO6,UBE2N,KPNA2,FANCF,FBXL7,COPB2,NDUFA12,APOO,PTAR1,SPATS2L,TCF4,PSMD12,MCMBP,KLHL9,CNOT7,DCAF12,CAPZA2,SDHD,IPO7,CHUK,VDAC1,PPP1CB,PPP2R2A,MT-ATP8,MRPL33,APOBEC3D,HAUS5,SEC22B",2.1696505805963
"98","cyan",TRUE,9.17e-05,1241,490,68,0.139,0.055,"GO:1902494","CC",6,"catalytic complex",2,"GCLC,POLR3B,MNAT1,MAT2B,DCUN1D1,RRM2B,GNAI3,PPP2R2C,PSMC6,CSNK2A1,POLA1,SMARCA1,PPP2CB,DCUN1D4,PDHX,CDKN1B,FBXL4,CCNC,SKP1,SDHB,DR1,CCND2,NDUFB3,DNAL1,SUPT7L,GNA13,NAA50,RNF11,WWP1,MORF4L2,CKS2,PSME3,MRPS36,ACTL6A,SEC11A,PIGK,ATP1B1,DCAF6,DYNC1LI1,ATG3,PYURF,POLR2K,DLAT,IFIT5,DAB2,SMARCA5,RNF20,CWC22,STT3B,NAA15,WDR41,DCAF13,DYNLT3,NDUFB6,PRDX3,UBE2V2,CYCS,UBE2N,FBXL7,NDUFA12,PTAR1,PSMD12,KLHL9,DCAF12,SDHD,CHUK,PPP1CB,PPP2R2A",3.96141004982435
